index,account_id,district_id,frequency,parseddate,year,month,day
3302,A00000350,47,Monthly Issuance,2016-10-13,2016,10,13
3303,A00002475,17,Monthly Issuance,2016-10-13,2016,10,13
3304,A00010063,4,Weekly Issuance,2016-10-13,2016,10,13
3305,A00000581,26,Monthly Issuance,2016-10-13,2016,10,13
3306,A00002988,66,Issuance After Transaction,2016-10-14,2016,10,14
3307,A00003314,25,Monthly Issuance,2016-10-14,2016,10,14
3308,A00004949,33,Monthly Issuance,2016-10-14,2016,10,14
3309,A00000713,58,Monthly Issuance,2016-10-15,2016,10,15
3310,A00011325,62,Monthly Issuance,2016-10-15,2016,10,15
3311,A00008628,2,Issuance After Transaction,2016-10-15,2016,10,15
3312,A00004493,61,Issuance After Transaction,2016-10-15,2016,10,15
3313,A00000410,49,Monthly Issuance,2016-10-15,2016,10,15
3314,A00003776,1,Monthly Issuance,2016-10-16,2016,10,16
3315,A00001577,67,Monthly Issuance,2016-10-16,2016,10,16
3316,A00008784,1,Monthly Issuance,2016-10-16,2016,10,16
3317,A00001645,50,Monthly Issuance,2016-10-16,2016,10,16
3318,A00003454,32,Monthly Issuance,2016-10-17,2016,10,17
3319,A00002046,68,Monthly Issuance,2016-10-17,2016,10,17
3320,A00001492,24,Monthly Issuance,2016-10-17,2016,10,17
3321,A00003143,38,Monthly Issuance,2016-10-18,2016,10,18
3322,A00002709,2,Monthly Issuance,2016-10-18,2016,10,18
3323,A00001541,60,Monthly Issuance,2016-10-18,2016,10,18
3324,A00000305,34,Monthly Issuance,2016-10-18,2016,10,18
3325,A00003690,67,Issuance After Transaction,2016-10-18,2016,10,18
3326,A00003766,29,Issuance After Transaction,2016-10-18,2016,10,18
3327,A00001745,53,Monthly Issuance,2016-10-19,2016,10,19
3328,A00001090,69,Monthly Issuance,2016-10-19,2016,10,19
3329,A00000329,3,Monthly Issuance,2016-10-19,2016,10,19
3330,A00000975,1,Monthly Issuance,2016-10-19,2016,10,19
3331,A00005317,28,Monthly Issuance,2016-10-20,2016,10,20
3332,A00006592,1,Monthly Issuance,2016-10-20,2016,10,20
3333,A00001060,6,Monthly Issuance,2016-10-20,2016,10,20
3334,A00000473,73,Monthly Issuance,2016-10-20,2016,10,20
3335,A00001464,73,Monthly Issuance,2016-10-21,2016,10,21
3336,A00001819,55,Weekly Issuance,2016-10-21,2016,10,21
3337,A00002502,32,Monthly Issuance,2016-10-21,2016,10,21
3338,A00001888,6,Monthly Issuance,2016-10-21,2016,10,21
3339,A00006902,60,Monthly Issuance,2016-10-22,2016,10,22
3340,A00003877,59,Monthly Issuance,2016-10-22,2016,10,22
3341,A00002290,37,Monthly Issuance,2016-10-22,2016,10,22
3342,A00001330,68,Monthly Issuance,2016-10-22,2016,10,22
3343,A00009037,1,Monthly Issuance,2016-10-22,2016,10,22
3344,A00000272,11,Monthly Issuance,2016-10-23,2016,10,23
3345,A00000366,1,Monthly Issuance,2016-10-23,2016,10,23
3346,A00001226,1,Monthly Issuance,2016-10-23,2016,10,23
3347,A00002759,46,Monthly Issuance,2016-10-23,2016,10,23
3348,A00001176,19,Monthly Issuance,2016-10-24,2016,10,24
3349,A00001785,52,Monthly Issuance,2016-10-25,2016,10,25
3350,A00005912,45,Monthly Issuance,2016-10-25,2016,10,25
3351,A00000199,70,Monthly Issuance,2016-10-26,2016,10,26
3352,A00000778,68,Monthly Issuance,2016-10-26,2016,10,26
3353,A00003811,1,Monthly Issuance,2016-10-26,2016,10,26
3354,A00001855,34,Monthly Issuance,2016-10-27,2016,10,27
3355,A00000224,15,Monthly Issuance,2016-10-27,2016,10,27
3356,A00000281,1,Monthly Issuance,2016-10-27,2016,10,27
3357,A00009201,69,Monthly Issuance,2016-10-28,2016,10,28
3358,A00000888,54,Monthly Issuance,2016-10-28,2016,10,28
3359,A00004715,8,Monthly Issuance,2016-10-28,2016,10,28
3360,A00003956,6,Monthly Issuance,2016-10-28,2016,10,28
3361,A00004375,39,Monthly Issuance,2016-10-28,2016,10,28
3362,A00002418,64,Monthly Issuance,2016-10-29,2016,10,29
3363,A00000806,13,Monthly Issuance,2016-10-29,2016,10,29
3364,A00000065,36,Monthly Issuance,2016-10-29,2016,10,29
3365,A00002279,2,Weekly Issuance,2016-10-30,2016,10,30
3366,A00001478,5,Monthly Issuance,2016-10-30,2016,10,30
3367,A00003228,29,Monthly Issuance,2016-10-30,2016,10,30
3368,A00000221,19,Monthly Issuance,2016-10-30,2016,10,30
3369,A00003022,64,Monthly Issuance,2016-10-30,2016,10,30
3370,A00000122,31,Monthly Issuance,2016-10-30,2016,10,30
3371,A00006265,5,Monthly Issuance,2016-11-01,2016,11,1
3372,A00001683,77,Monthly Issuance,2016-11-01,2016,11,1
3373,A00006440,1,Monthly Issuance,2016-11-01,2016,11,1
3374,A00000926,36,Monthly Issuance,2016-11-01,2016,11,1
3375,A00002685,67,Monthly Issuance,2016-11-01,2016,11,1
3376,A00003557,72,Monthly Issuance,2016-11-02,2016,11,2
3377,A00001663,55,Monthly Issuance,2016-11-02,2016,11,2
3378,A00000255,68,Monthly Issuance,2016-11-03,2016,11,3
3379,A00002193,44,Monthly Issuance,2016-11-03,2016,11,3
3380,A00009455,73,Monthly Issuance,2016-11-03,2016,11,3
3381,A00002130,46,Monthly Issuance,2016-11-04,2016,11,4
3382,A00000714,23,Monthly Issuance,2016-11-04,2016,11,4
3383,A00003615,46,Monthly Issuance,2016-11-05,2016,11,5
3384,A00001324,42,Monthly Issuance,2016-11-05,2016,11,5
3385,A00000431,18,Monthly Issuance,2016-11-05,2016,11,5
3386,A00011328,54,Monthly Issuance,2016-11-05,2016,11,5
3387,A00003626,51,Monthly Issuance,2016-11-05,2016,11,5
3388,A00001899,26,Monthly Issuance,2016-11-05,2016,11,5
3389,A00000091,17,Monthly Issuance,2016-11-06,2016,11,6
3390,A00004753,1,Monthly Issuance,2016-11-07,2016,11,7
3391,A00009528,19,Monthly Issuance,2016-11-07,2016,11,7
3392,A00009333,36,Monthly Issuance,2016-11-08,2016,11,8
3393,A00002107,70,Monthly Issuance,2016-11-09,2016,11,9
3394,A00003224,55,Monthly Issuance,2016-11-10,2016,11,10
3395,A00000829,59,Monthly Issuance,2016-11-10,2016,11,10
3396,A00000511,14,Monthly Issuance,2016-11-10,2016,11,10
3397,A00003560,57,Monthly Issuance,2016-11-10,2016,11,10
3398,A00001555,34,Monthly Issuance,2016-11-10,2016,11,10
3399,A00002160,72,Monthly Issuance,2016-11-10,2016,11,10
3400,A00004383,73,Monthly Issuance,2016-11-10,2016,11,10
3401,A00002517,55,Issuance After Transaction,2016-11-10,2016,11,10
3402,A00003819,69,Monthly Issuance,2016-11-11,2016,11,11
3403,A00006157,34,Monthly Issuance,2016-11-11,2016,11,11
3404,A00001326,52,Monthly Issuance,2016-11-11,2016,11,11
3405,A00004286,43,Monthly Issuance,2016-11-11,2016,11,11
3406,A00003498,31,Monthly Issuance,2016-11-12,2016,11,12
3407,A00002258,3,Monthly Issuance,2016-11-12,2016,11,12
3408,A00003177,74,Monthly Issuance,2016-11-12,2016,11,12
3409,A00001638,6,Weekly Issuance,2016-11-12,2016,11,12
3410,A00003589,5,Monthly Issuance,2016-11-13,2016,11,13
3411,A00002967,38,Monthly Issuance,2016-11-13,2016,11,13
3412,A00003437,1,Monthly Issuance,2016-11-13,2016,11,13
3413,A00004102,60,Monthly Issuance,2016-11-13,2016,11,13
3414,A00002032,36,Monthly Issuance,2016-11-14,2016,11,14
3415,A00000570,3,Monthly Issuance,2016-11-14,2016,11,14
3416,A00000993,6,Monthly Issuance,2016-11-14,2016,11,14
3417,A00003884,1,Monthly Issuance,2016-11-14,2016,11,14
3418,A00003765,32,Monthly Issuance,2016-11-14,2016,11,14
3419,A00002385,60,Monthly Issuance,2016-11-15,2016,11,15
3420,A00000063,22,Monthly Issuance,2016-11-16,2016,11,16
3421,A00001991,1,Monthly Issuance,2016-11-16,2016,11,16
3422,A00003291,45,Monthly Issuance,2016-11-16,2016,11,16
3423,A00003376,58,Monthly Issuance,2016-11-17,2016,11,17
3424,A00001260,5,Monthly Issuance,2016-11-17,2016,11,17
3425,A00001021,42,Monthly Issuance,2016-11-17,2016,11,17
3426,A00000048,21,Monthly Issuance,2016-11-17,2016,11,17
3427,A00004069,38,Monthly Issuance,2016-11-17,2016,11,17
3428,A00003564,14,Monthly Issuance,2016-11-17,2016,11,17
3429,A00001320,58,Monthly Issuance,2016-11-18,2016,11,18
3430,A00000530,54,Monthly Issuance,2016-11-19,2016,11,19
3431,A00000508,74,Monthly Issuance,2016-11-19,2016,11,19
3432,A00000341,28,Monthly Issuance,2016-11-19,2016,11,19
3433,A00003256,40,Monthly Issuance,2016-11-19,2016,11,19
3434,A00004033,57,Monthly Issuance,2016-11-19,2016,11,19
3435,A00005878,76,Monthly Issuance,2016-11-19,2016,11,19
3436,A00000077,63,Monthly Issuance,2016-11-19,2016,11,19
3437,A00001546,15,Monthly Issuance,2016-11-20,2016,11,20
3438,A00002826,35,Monthly Issuance,2016-11-20,2016,11,20
3439,A00000797,57,Monthly Issuance,2016-11-20,2016,11,20
3440,A00000513,58,Monthly Issuance,2016-11-21,2016,11,21
3441,A00001549,21,Monthly Issuance,2016-11-21,2016,11,21
3442,A00003093,16,Monthly Issuance,2016-11-21,2016,11,21
3443,A00010905,32,Monthly Issuance,2016-11-21,2016,11,21
3444,A00002234,3,Monthly Issuance,2016-11-21,2016,11,21
3445,A00002285,36,Monthly Issuance,2016-11-21,2016,11,21
3446,A00003809,1,Monthly Issuance,2016-11-21,2016,11,21
3447,A00003517,26,Monthly Issuance,2016-11-22,2016,11,22
3448,A00002264,41,Monthly Issuance,2016-11-22,2016,11,22
3449,A00008688,66,Monthly Issuance,2016-11-22,2016,11,22
3450,A00000546,8,Monthly Issuance,2016-11-23,2016,11,23
3451,A00003862,1,Monthly Issuance,2016-11-23,2016,11,23
3452,A00002898,54,Monthly Issuance,2016-11-23,2016,11,23
3453,A00003282,1,Monthly Issuance,2016-11-24,2016,11,24
3454,A00000330,42,Monthly Issuance,2016-11-24,2016,11,24
3455,A00001242,74,Issuance After Transaction,2016-11-24,2016,11,24
3456,A00001393,1,Monthly Issuance,2016-11-24,2016,11,24
3457,A00002303,41,Monthly Issuance,2016-11-24,2016,11,24
3458,A00003708,64,Monthly Issuance,2016-11-24,2016,11,24
3459,A00000209,37,Monthly Issuance,2016-11-24,2016,11,24
3460,A00008094,67,Monthly Issuance,2016-11-24,2016,11,24
3461,A00002601,70,Monthly Issuance,2016-11-24,2016,11,24
3462,A00000007,60,Monthly Issuance,2016-11-24,2016,11,24
3463,A00001347,8,Monthly Issuance,2016-11-24,2016,11,24
3464,A00008523,54,Monthly Issuance,2016-11-25,2016,11,25
3465,A00002398,70,Monthly Issuance,2016-11-25,2016,11,25
3466,A00001712,44,Monthly Issuance,2016-11-25,2016,11,25
3467,A00001943,9,Monthly Issuance,2016-11-26,2016,11,26
3468,A00002090,40,Monthly Issuance,2016-11-26,2016,11,26
3469,A00002636,18,Monthly Issuance,2016-11-26,2016,11,26
3470,A00000014,47,Monthly Issuance,2016-11-27,2016,11,27
3471,A00000549,5,Monthly Issuance,2016-11-27,2016,11,27
3472,A00000143,21,Monthly Issuance,2016-11-27,2016,11,27
3473,A00000079,3,Monthly Issuance,2016-11-29,2016,11,29
3474,A00003799,74,Monthly Issuance,2016-11-29,2016,11,29
3475,A00001460,54,Monthly Issuance,2016-11-29,2016,11,29
3476,A00007745,2,Monthly Issuance,2016-11-29,2016,11,29
3477,A00001435,1,Monthly Issuance,2016-12-01,2016,12,1
3478,A00003507,9,Monthly Issuance,2016-12-01,2016,12,1
3479,A00000712,72,Monthly Issuance,2016-12-01,2016,12,1
3480,A00010280,69,Monthly Issuance,2016-12-01,2016,12,1
3481,A00001754,52,Monthly Issuance,2016-12-01,2016,12,1
3482,A00000805,10,Monthly Issuance,2016-12-02,2016,12,2
3483,A00003377,74,Monthly Issuance,2016-12-02,2016,12,2
3484,A00001296,50,Monthly Issuance,2016-12-02,2016,12,2
3485,A00002916,6,Monthly Issuance,2016-12-03,2016,12,3
3486,A00003018,34,Monthly Issuance,2016-12-03,2016,12,3
3487,A00000249,28,Monthly Issuance,2016-12-03,2016,12,3
3488,A00003602,18,Monthly Issuance,2016-12-03,2016,12,3
3489,A00003856,45,Monthly Issuance,2016-12-03,2016,12,3
3490,A00002544,38,Monthly Issuance,2016-12-04,2016,12,4
3491,A00000599,54,Monthly Issuance,2016-12-04,2016,12,4
3492,A00002590,47,Monthly Issuance,2016-12-04,2016,12,4
3493,A00002589,10,Monthly Issuance,2016-12-04,2016,12,4
3494,A00002545,1,Monthly Issuance,2016-12-04,2016,12,4
3495,A00001735,42,Monthly Issuance,2016-12-04,2016,12,4
3496,A00003312,30,Monthly Issuance,2016-12-04,2016,12,4
3497,A00002060,13,Monthly Issuance,2016-12-05,2016,12,5
3498,A00002115,8,Monthly Issuance,2016-12-05,2016,12,5
3499,A00000024,74,Monthly Issuance,2016-12-05,2016,12,5
3500,A00001083,45,Monthly Issuance,2016-12-06,2016,12,6
3501,A00002286,70,Monthly Issuance,2016-12-06,2016,12,6
3502,A00007176,1,Monthly Issuance,2016-12-07,2016,12,7
3503,A00008225,50,Monthly Issuance,2016-12-07,2016,12,7
3504,A00000664,1,Monthly Issuance,2016-12-08,2016,12,8
3505,A00005133,68,Weekly Issuance,2016-12-08,2016,12,8
3506,A00000880,26,Monthly Issuance,2016-12-08,2016,12,8
3507,A00001482,38,Monthly Issuance,2016-12-08,2016,12,8
3508,A00003290,19,Monthly Issuance,2016-12-09,2016,12,9
3509,A00002963,31,Monthly Issuance,2016-12-09,2016,12,9
3510,A00001361,46,Monthly Issuance,2016-12-09,2016,12,9
3511,A00003430,9,Monthly Issuance,2016-12-10,2016,12,10
3512,A00011096,28,Monthly Issuance,2016-12-10,2016,12,10
3513,A00003090,1,Monthly Issuance,2016-12-10,2016,12,10
3514,A00005817,77,Issuance After Transaction,2016-12-10,2016,12,10
3515,A00001587,1,Monthly Issuance,2016-12-11,2016,12,11
3516,A00000905,35,Monthly Issuance,2016-12-11,2016,12,11
3517,A00000980,1,Monthly Issuance,2016-12-11,2016,12,11
3518,A00001218,1,Monthly Issuance,2016-12-12,2016,12,12
3519,A00000561,11,Monthly Issuance,2016-12-12,2016,12,12
3520,A00004631,77,Issuance After Transaction,2016-12-12,2016,12,12
3521,A00001055,29,Monthly Issuance,2016-12-12,2016,12,12
3522,A00009153,9,Monthly Issuance,2016-12-12,2016,12,12
3523,A00001368,22,Monthly Issuance,2016-12-12,2016,12,12
3524,A00003452,63,Monthly Issuance,2016-12-13,2016,12,13
3525,A00003450,1,Monthly Issuance,2016-12-13,2016,12,13
3526,A00001557,66,Monthly Issuance,2016-12-13,2016,12,13
3527,A00001316,42,Monthly Issuance,2016-12-13,2016,12,13
3528,A00003893,42,Monthly Issuance,2016-12-13,2016,12,13
3529,A00002873,70,Monthly Issuance,2016-12-13,2016,12,13
3530,A00003962,54,Monthly Issuance,2016-12-13,2016,12,13
3531,A00002376,71,Monthly Issuance,2016-12-14,2016,12,14
3532,A00002995,51,Monthly Issuance,2016-12-14,2016,12,14
3533,A00003984,51,Monthly Issuance,2016-12-14,2016,12,14
3534,A00000659,63,Monthly Issuance,2016-12-14,2016,12,14
3535,A00003137,39,Monthly Issuance,2016-12-15,2016,12,15
3536,A00000505,64,Monthly Issuance,2016-12-16,2016,12,16
3537,A00001817,10,Monthly Issuance,2016-12-16,2016,12,16
3538,A00003125,37,Monthly Issuance,2016-12-16,2016,12,16
3539,A00002734,53,Monthly Issuance,2016-12-16,2016,12,16
3540,A00002386,12,Monthly Issuance,2016-12-17,2016,12,17
3541,A00003411,19,Monthly Issuance,2016-12-17,2016,12,17
3542,A00004794,72,Monthly Issuance,2016-12-18,2016,12,18
3543,A00002827,70,Monthly Issuance,2016-12-18,2016,12,18
3544,A00003024,1,Monthly Issuance,2016-12-18,2016,12,18
3545,A00001618,6,Monthly Issuance,2016-12-18,2016,12,18
3546,A00006510,74,Monthly Issuance,2016-12-18,2016,12,18
3547,A00007465,1,Weekly Issuance,2016-12-19,2016,12,19
3548,A00001362,1,Monthly Issuance,2016-12-19,2016,12,19
3549,A00003182,6,Monthly Issuance,2016-12-20,2016,12,20
3550,A00000765,12,Monthly Issuance,2016-12-20,2016,12,20
3551,A00003412,31,Monthly Issuance,2016-12-20,2016,12,20
3552,A00002610,54,Monthly Issuance,2016-12-20,2016,12,20
3553,A00004454,63,Monthly Issuance,2016-12-21,2016,12,21
3554,A00000595,20,Monthly Issuance,2016-12-21,2016,12,21
3555,A00001391,15,Monthly Issuance,2016-12-21,2016,12,21
3556,A00003438,35,Monthly Issuance,2016-12-21,2016,12,21
3557,A00001553,59,Monthly Issuance,2016-12-21,2016,12,21
3558,A00010645,2,Monthly Issuance,2016-12-21,2016,12,21
3559,A00002531,51,Monthly Issuance,2016-12-21,2016,12,21
3560,A00001081,64,Monthly Issuance,2016-12-21,2016,12,21
3561,A00002441,47,Monthly Issuance,2016-12-22,2016,12,22
3562,A00000193,69,Monthly Issuance,2016-12-22,2016,12,22
3563,A00003390,12,Weekly Issuance,2016-12-22,2016,12,22
3564,A00003393,4,Monthly Issuance,2016-12-22,2016,12,22
3565,A00000440,29,Monthly Issuance,2016-12-22,2016,12,22
3566,A00002356,34,Weekly Issuance,2016-12-23,2016,12,23
3567,A00000333,73,Monthly Issuance,2016-12-23,2016,12,23
3568,A00001884,54,Monthly Issuance,2016-12-24,2016,12,24
3569,A00000434,1,Monthly Issuance,2016-12-24,2016,12,24
3570,A00002875,19,Monthly Issuance,2016-12-24,2016,12,24
3571,A00002532,38,Monthly Issuance,2016-12-24,2016,12,24
3572,A00003029,42,Monthly Issuance,2016-12-24,2016,12,24
3573,A00002699,73,Monthly Issuance,2016-12-25,2016,12,25
3574,A00000935,23,Monthly Issuance,2016-12-25,2016,12,25
3575,A00002777,62,Monthly Issuance,2016-12-25,2016,12,25
3576,A00001659,46,Monthly Issuance,2016-12-25,2016,12,25
3577,A00000252,19,Monthly Issuance,2016-12-26,2016,12,26
3578,A00007045,51,Monthly Issuance,2016-12-26,2016,12,26
3579,A00003941,7,Monthly Issuance,2016-12-26,2016,12,26
3580,A00002761,1,Monthly Issuance,2016-12-26,2016,12,26
3581,A00007966,54,Monthly Issuance,2016-12-27,2016,12,27
3582,A00002408,26,Monthly Issuance,2016-12-27,2016,12,27
3583,A00000592,23,Monthly Issuance,2016-12-27,2016,12,27
3584,A00001195,42,Monthly Issuance,2016-12-27,2016,12,27
3585,A00002261,1,Weekly Issuance,2016-12-27,2016,12,27
3586,A00008341,64,Monthly Issuance,2016-12-27,2016,12,27
3587,A00006706,38,Monthly Issuance,2016-12-28,2016,12,28
3588,A00002507,62,Monthly Issuance,2016-12-28,2016,12,28
3589,A00003387,25,Weekly Issuance,2016-12-28,2016,12,28
3590,A00003991,1,Monthly Issuance,2016-12-28,2016,12,28
3591,A00001056,1,Weekly Issuance,2016-12-28,2016,12,28
3592,A00002852,70,Monthly Issuance,2016-12-29,2016,12,29
3593,A00003043,1,Monthly Issuance,2016-12-29,2016,12,29
3594,A00010404,1,Monthly Issuance,2016-12-30,2016,12,30
3595,A00000528,17,Monthly Issuance,2016-12-30,2016,12,30
3596,A00009424,54,Monthly Issuance,2016-12-30,2016,12,30
3597,A00003190,1,Monthly Issuance,2016-12-30,2016,12,30
3598,A00001390,69,Monthly Issuance,2016-12-30,2016,12,30
3599,A00001988,72,Monthly Issuance,2016-12-30,2016,12,30
3600,A00002362,16,Monthly Issuance,2016-12-30,2016,12,30
3601,A00002064,54,Monthly Issuance,2016-12-30,2016,12,30
3602,A00002689,70,Monthly Issuance,2017-01-01,2017,1,1
3603,A00009730,54,Monthly Issuance,2017-01-01,2017,1,1
3604,A00001387,67,Monthly Issuance,2017-01-01,2017,1,1
3605,A00002637,70,Monthly Issuance,2017-01-01,2017,1,1
3606,A00001221,45,Monthly Issuance,2017-01-02,2017,1,2
3607,A00001860,70,Monthly Issuance,2017-01-02,2017,1,2
3608,A00003540,18,Monthly Issuance,2017-01-03,2017,1,3
3609,A00000263,64,Weekly Issuance,2017-01-03,2017,1,3
3610,A00004660,63,Monthly Issuance,2017-01-03,2017,1,3
3611,A00000294,7,Monthly Issuance,2017-01-05,2017,1,5
3612,A00004354,38,Monthly Issuance,2017-01-08,2017,1,8
3613,A00003639,4,Monthly Issuance,2017-01-08,2017,1,8
3614,A00001677,69,Monthly Issuance,2017-01-08,2017,1,8
3615,A00002653,66,Monthly Issuance,2017-01-08,2017,1,8
3616,A00003870,38,Monthly Issuance,2017-01-08,2017,1,8
3617,A00000017,1,Monthly Issuance,2017-01-08,2017,1,8
3618,A00000537,34,Monthly Issuance,2017-01-08,2017,1,8
3619,A00010493,12,Monthly Issuance,2017-01-09,2017,1,9
3620,A00002964,72,Monthly Issuance,2017-01-09,2017,1,9
3621,A00000752,23,Monthly Issuance,2017-01-10,2017,1,10
3622,A00006064,49,Monthly Issuance,2017-01-11,2017,1,11
3623,A00002981,46,Monthly Issuance,2017-01-11,2017,1,11
3624,A00003527,44,Monthly Issuance,2017-01-11,2017,1,11
3625,A00003005,42,Issuance After Transaction,2017-01-11,2017,1,11
3626,A00011244,33,Monthly Issuance,2017-01-12,2017,1,12
3627,A00003470,8,Monthly Issuance,2017-01-12,2017,1,12
3628,A00003110,48,Monthly Issuance,2017-01-12,2017,1,12
3629,A00002300,36,Monthly Issuance,2017-01-13,2017,1,13
3630,A00010148,34,Monthly Issuance,2017-01-13,2017,1,13
3631,A00001707,75,Monthly Issuance,2017-01-13,2017,1,13
3632,A00000512,68,Monthly Issuance,2017-01-14,2017,1,14
3633,A00009031,47,Monthly Issuance,2017-01-15,2017,1,15
3634,A00003375,9,Monthly Issuance,2017-01-15,2017,1,15
3635,A00002571,61,Monthly Issuance,2017-01-15,2017,1,15
3636,A00003304,36,Monthly Issuance,2017-01-16,2017,1,16
3637,A00003908,13,Monthly Issuance,2017-01-16,2017,1,16
3638,A00009549,4,Monthly Issuance,2017-01-17,2017,1,17
3639,A00004534,63,Monthly Issuance,2017-01-18,2017,1,18
3640,A00000872,27,Monthly Issuance,2017-01-18,2017,1,18
3641,A00002854,1,Monthly Issuance,2017-01-18,2017,1,18
3642,A00002696,1,Monthly Issuance,2017-01-19,2017,1,19
3643,A00001214,39,Monthly Issuance,2017-01-19,2017,1,19
3644,A00001262,29,Monthly Issuance,2017-01-19,2017,1,19
3645,A00008320,51,Monthly Issuance,2017-01-19,2017,1,19
3646,A00003910,10,Monthly Issuance,2017-01-19,2017,1,19
3647,A00000364,1,Monthly Issuance,2017-01-20,2017,1,20
3648,A00000480,23,Monthly Issuance,2017-01-21,2017,1,21
3649,A00002535,61,Monthly Issuance,2017-01-21,2017,1,21
3650,A00009179,28,Monthly Issuance,2017-01-21,2017,1,21
3651,A00002299,1,Monthly Issuance,2017-01-21,2017,1,21
3652,A00006138,54,Monthly Issuance,2017-01-22,2017,1,22
3653,A00001840,21,Monthly Issuance,2017-01-22,2017,1,22
3654,A00003471,63,Monthly Issuance,2017-01-22,2017,1,22
3655,A00001651,34,Monthly Issuance,2017-01-23,2017,1,23
3656,A00000320,47,Monthly Issuance,2017-01-23,2017,1,23
3657,A00003961,52,Monthly Issuance,2017-01-24,2017,1,24
3658,A00003379,63,Monthly Issuance,2017-01-24,2017,1,24
3659,A00004052,36,Weekly Issuance,2017-01-25,2017,1,25
3660,A00003964,25,Monthly Issuance,2017-01-25,2017,1,25
3661,A00003681,70,Monthly Issuance,2017-01-25,2017,1,25
3662,A00002229,1,Monthly Issuance,2017-01-27,2017,1,27
3663,A00008742,70,Monthly Issuance,2017-01-28,2017,1,28
3664,A00000052,16,Monthly Issuance,2017-01-29,2017,1,29
3665,A00001853,7,Monthly Issuance,2017-01-29,2017,1,29
3666,A00003861,2,Monthly Issuance,2017-01-30,2017,1,30
3667,A00003067,46,Monthly Issuance,2017-01-30,2017,1,30
3668,A00003659,54,Monthly Issuance,2017-02-01,2017,2,1
3669,A00001356,39,Monthly Issuance,2017-02-01,2017,2,1
3670,A00001656,47,Monthly Issuance,2017-02-01,2017,2,1
3671,A00002103,48,Monthly Issuance,2017-02-01,2017,2,1
3672,A00001854,32,Monthly Issuance,2017-02-02,2017,2,2
3673,A00000910,1,Monthly Issuance,2017-02-03,2017,2,3
3674,A00003794,20,Monthly Issuance,2017-02-03,2017,2,3
3675,A00003546,55,Monthly Issuance,2017-02-03,2017,2,3
3676,A00000605,65,Monthly Issuance,2017-02-04,2017,2,4
3677,A00003990,77,Monthly Issuance,2017-02-04,2017,2,4
3678,A00002021,69,Monthly Issuance,2017-02-05,2017,2,5
3679,A00011231,1,Monthly Issuance,2017-02-05,2017,2,5
3680,A00004266,54,Monthly Issuance,2017-02-05,2017,2,5
3681,A00002455,30,Monthly Issuance,2017-02-06,2017,2,6
3682,A00003633,18,Monthly Issuance,2017-02-06,2017,2,6
3683,A00004026,58,Monthly Issuance,2017-02-06,2017,2,6
3684,A00003620,14,Monthly Issuance,2017-02-06,2017,2,6
3685,A00004550,56,Monthly Issuance,2017-02-06,2017,2,6
3686,A00001616,22,Monthly Issuance,2017-02-07,2017,2,7
3687,A00001498,62,Weekly Issuance,2017-02-07,2017,2,7
3688,A00000598,1,Monthly Issuance,2017-02-08,2017,2,8
3689,A00002262,13,Monthly Issuance,2017-02-08,2017,2,8
3690,A00002126,1,Monthly Issuance,2017-02-09,2017,2,9
3691,A00001418,35,Monthly Issuance,2017-02-09,2017,2,9
3692,A00002537,27,Monthly Issuance,2017-02-09,2017,2,9
3693,A00000159,70,Monthly Issuance,2017-02-11,2017,2,11
3694,A00011141,1,Weekly Issuance,2017-02-11,2017,2,11
3695,A00002477,11,Monthly Issuance,2017-02-11,2017,2,11
3696,A00001182,8,Monthly Issuance,2017-02-11,2017,2,11
3697,A00000130,54,Monthly Issuance,2017-02-12,2017,2,12
3698,A00000828,1,Monthly Issuance,2017-02-12,2017,2,12
3699,A00002042,31,Monthly Issuance,2017-02-12,2017,2,12
3700,A00004358,5,Monthly Issuance,2017-02-12,2017,2,12
3701,A00003565,30,Monthly Issuance,2017-02-12,2017,2,12
3702,A00000796,1,Monthly Issuance,2017-02-13,2017,2,13
3703,A00002381,1,Monthly Issuance,2017-02-13,2017,2,13
3704,A00001430,26,Monthly Issuance,2017-02-13,2017,2,13
3705,A00002085,25,Monthly Issuance,2017-02-13,2017,2,13
3706,A00003059,1,Monthly Issuance,2017-02-15,2017,2,15
3707,A00003959,1,Weekly Issuance,2017-02-15,2017,2,15
3708,A00001068,52,Monthly Issuance,2017-02-15,2017,2,15
3709,A00010915,25,Weekly Issuance,2017-02-15,2017,2,15
3710,A00000729,14,Monthly Issuance,2017-02-15,2017,2,15
3711,A00001141,28,Monthly Issuance,2017-02-16,2017,2,16
3712,A00001264,1,Monthly Issuance,2017-02-16,2017,2,16
3713,A00000351,50,Monthly Issuance,2017-02-17,2017,2,17
3714,A00000424,12,Monthly Issuance,2017-02-17,2017,2,17
3715,A00001037,1,Monthly Issuance,2017-02-18,2017,2,18
3716,A00002656,1,Monthly Issuance,2017-02-18,2017,2,18
3717,A00005445,72,Monthly Issuance,2017-02-19,2017,2,19
3718,A00003188,24,Monthly Issuance,2017-02-20,2017,2,20
3719,A00003236,52,Monthly Issuance,2017-02-20,2017,2,20
3720,A00002766,31,Monthly Issuance,2017-02-20,2017,2,20
3721,A00001447,65,Monthly Issuance,2017-02-20,2017,2,20
3722,A00003331,16,Monthly Issuance,2017-02-20,2017,2,20
3723,A00004268,77,Monthly Issuance,2017-02-20,2017,2,20
3724,A00001524,6,Monthly Issuance,2017-02-20,2017,2,20
